title,content
Xinji was very helpful trying to solve…,Xinji was very helpful trying to solve my swap of chip.
Great service from Callum today,Great service from Callum today - sorted our contract upgrades and saved us some money. Thanks
Talal good services very friendly good…,Talal good services very friendly good response Thankyou
Excellent service,"Excellent service, very friendly and helpful staff. Definitely recommend to anyone"
Victoria is amazing,"Victoria is amazing, great customer service, sorted me with the perfect phone and efficient too"
Nathan from telford town centre was…,"Nathan from telford town centre was such a nice chap and very helpful so i shared my wine gums with him.Top man nathan,many thanks."
Excellent service,Rick was excellent at the Chorley branch. Sorted me out a fab SIM only plan.
Manj helped me alot,"Date of experience: August 30, 2024"
Caleb was very helpful and very kind…,Caleb was very helpful and very kind setting up my new contract
Syed is one big massive help,Syed is one big massive help . He is lovely and has helped me bring my costs down. I would recommend him to anyone.
Well done Lukas,"Personable, effective and honest service."
Great service by Dan,Great service by Dan. Would definitely visit here again in the future
Great service,Xinyi was very helpful today .She explained us all the best plan options for our family and kindly helped us to choose the best option possible .Appreciate time and help a lot .And very thankful to this kind lady today .Great experience.Thanks a lot
Tyler,Tyler - great help today and recommend him
Great service friendly and helpful…,Great service friendly and helpful getting a return done and swapping to a new contract. All done at the same time.
Thank you to Vodafone St Albans and Amz…,Thank you to Vodafone St Albans and Amz who upgraded my phone. Fantastic Service
Service,Service by lynzy and keeley was very good
Gill was amazing and explained…,Gill was amazing and explained everything to me.... He is really good and very easy to understand.... I will be recommending Gill to all my friends and family.THANKS GILL
Upgraded to a new phone in store Micky…,Upgraded to a new phone in store Micky was very helpful
Welcoming service,"Welcoming service, very friendly and informative."
very helpfull,very helpfull
Edward was really helpful and explained…,Edward was really helpful and explained everything well.
Sim only,Went in to upgrade to a sim only plan. Was given all the information needed. Ollie and Garry made the process so easy and stress free
I initially came in to sort out an…,I initially came in to sort out an audio issue on my phone but after speaking with Daniel we both saw that it would be better for me to get something a bit newer. Daniel made the process so easy for me and really helped me understand the process which is so helpful as technology can be quite a fast moving train for me but Daniel made it less complicated for me
Very good service from nurul today will…,Very good service from nurul today will vist store again
Great service from Rick as always,Great service from Rick as always
Is it me....?,"Signed for a year contract on the 27th August. They offered to port me over on the 28th August,with an E.sim. Previous supplier cut off at 7 a.m. on the 28th.. Here we are on the 30th and a I am still waiting to be able to use my phone? I have spent 90 minutes (6 calls)on phone calls to Vodafone all have told me that it's "" a port in"" issue? I went on chat and asked to have the customer service email address to raise a complaint. 100 minutes and lots of typing later , the Supervisor raised a complaint on my behalf...the complaint team would respond within 7 days? To be fair I got an email from CS on the 29th...they too said they tried calling my number to chat....the same number they can't connect....the insult to the intelligence keep slapping around the face!So far 3 times, Vodafone ,have stated that they have tried ringing me to talk...?I asked to be emailed a PAC code to leave,resulting in that apparently I can't ,because I haven't actually got an account to leave. 6 hours is the longest it has taken for any company to at least allow me to make calls... Vodafone are heading to 6 days!!! Poor,woeful,and many expletives describe this treatment....Avoid for the sake of your mental health alone!"
Neha was very helpful in transferring…,Neha was very helpful in transferring my information
Excellent service from Cam,Excellent service from Cam. Very helpful and made the process of swapping my phone very straight forward. Would recommend highly.
l ouldn't dgh for me Paul was amazing,Paul was fantastic efficient professional friendly couldn't do enough for me
Really  helpful,Excellent service from paul this morning  absolute genius.
Givvi,"Givvi, upgraded with ease, got a good deal! and decent dog chat 👌"
Jess is just brilliant and so nice and…,"Jess is just brilliant and so nice and helpful I wouldn’t go anywhere else all thanks to Jess she is a credit to your firm, should be running it Excellent xxx"
Jon made the whole process simple,Jon made the whole process easier - great advice regarding syncing my Apple Watch. Also sorted out my husbands sim. Very happy.
Hi Giv.,"Hi. I came in to change my contract to sim only.Giv helped me, as I had to change address, andother account details. Giv was very patient, polite and pleasant with me.5 ***** in every way.Sue at Bromyard."
i was a pay as you go customer and I…,i was a pay as you go customer and I got a better deal in the shop in Hammersmith. Michael is Fantastic! and gave me a good deal for the Unlimited dAta package.
Ainsley was very helpful.,Ainsley was very helpful.
The young woman that served me was very…,The young woman that served me was very nice and knowledgeable
Really helpful staff,"Date of experience: August 30, 2024"
Tyler transfered my data from my old…,"Tyler transfered my data from my old mobile to my new one, very fast and everything went across"
Very happy,"Very happy, thank you"
Excellent service always happy to help,"Date of experience: August 30, 2024"
Brilliant service,"Very helpful and knowledgeable on the products. Was able to suggest suitable phones, relative call plans and was very personable whilst providing excellent service."
Despite being very early,"Despite being very early, the staff were really helpful and managed to respond my issue"
I wish I could give it minus 5 stars,"I wish I could give it minus 5 stars. Been with useless Vodafone since the 80s spent fortunes with them had two accounts with them most of that time. Now the coverage is the worse ever. Trying to download stuff even a simple email. Waiting forever. Money for nothing comes to mind. Or mind over matter, they don’t mind and we don’t matter. Soon be the end of contract thank goodness. Goodbye to rubbish."
A total shambles.,"I am a long standing mobile customer of Vodafone (V). I  recently decided to change Broadband from BT to V and separately swap my mobile handset for a newer one. After a laborious time on the phone to set this up I decided later that day to check on progress - to be told V had decided to cancel the mobile swap and not tell me. I then had to do the ordering all over again. The next day I called V once more to check on progress and, unbelievably, was told they had decided to cancel it again, once more without telling me (I was also advised the simple mobile handset sim swap would now require me to be cut off for up to 24 hours!). To make matters even worse this cancellation also included BB that was to be set up a few days later. The reason given by V was BT did not cooperate with them. However, BT confirmed to me they were never even asked by V!   Conclusion: From start to finish this whole episode was a total shambles and reflects very badly indeed on V, notwithstanding some very modest compensation promised in the form of a credit against future invoices - that I note has not been activated in my most recent bill over a week later….."
Fantastic deal in Carmarthen,Fantastic deal from Jamie in Carmarthen
SA Xinyi 5*,My sales agent Xinyi was brilliant and very accommodating...the store didn't have the phone I want but she managed to get something that was equally good and the she explained the deals very well...informative but not in your face aggressive sales...highly recommend!
Nadirah and India were awesome,Nadirah and India were awesome. They made my experience of getting a new phone so immersive. Thank so much. Definitely come back to see Nadirah
Promises vs reality! Watch out!,"The internet service worked fine in the first month we joined the provider. Recently a lot of issues are going on with the service, such as being disconnected momentarily for few seconds, dozens of times a day, breaking our VoIP communications, and interrupting our Microsoft Team meetings with our clients. Coincidently, we started to receive frequently the following email: ""Still happy with your broadband plan, X? Upgrade your broadband today! It's upgrade time, X! Upgrade in just a few steps!"" Coincidence, really? You know what upgrade means, rigth? Honesty is needed! Where is Ofcom?"
Sam at Southampton west quay store was…,Sam at Southampton west quay store was amazing! Sorted out my daughters’s upgrade and renegotiated mine and my husbands contracts.  Very happy to be remaining with Vodafone!!
Helpful friendly staff,"Helpful friendly staff, got me set up with a new phone, would highly recommend to anyone"
Bad signal,"Vodafone used to be great in my area, but in the last year or so the signal drops for whole days and is frequently dropping from low 4g to Edge. Really disappointing."
The worst customer service,"The worst customer service, how on earth still have a business with who they employ, the advisers can't understand you in their call centres, very frustrating! Getting nowhere with complaint!"
Callum was very very helpful with us…,Callum was very very helpful with us today. Very patient.  Top man.
Rameez was incredibly helpful and on…,Rameez was incredibly helpful and on the basis of his help we moved the entire family from 02 to Vodafone.
Best sales persons ever Callum,"Date of experience: August 29, 2024"
Had a great service with Srilekha and i…,Had a great service with Srilekha and i enjoyed Vodafone customer service
Excellent service by Tanzeel in Walthamstow,Excellent service by Tanzeel in Walthamstow
Came into the shop really worried and…,Came into the shop really worried and streessed out. Staff was really amazing kept making me laugh😂.
Amazing customer service!,"Date of experience: August 29, 2024"
Visited Earl's court store today with…,"Visited Earl's court store today with my old phone, those guys are amazing, transferred my data and gave better deal within few minutes.Awesome job!"
Excellent,Excellent. Kane was great.
"Relaxed, helpful atmosphere","Sam was so helpful, kind, patient and polite that I stopped feeling like an idiot!!! There us a lovely relaxed but efficient feel about the shop."
Bad experience,Worst experience with customer service here. Bad service in general. Just pick something else.
Exceptional customer service,Brilliant helpful customer service and craig helped me explore all options before my purchase
Jake’s mega deal,Jake really helped me with choosing the correct package for a SIM card for my daughter. He then went on to save me a load of money on our broadband package with bt by changing to Vodafone. Very happy with the service!
Excellent service from Jon at Vodaphone…,Excellent service from Jon at Vodaphone Bristol today. Happy and helpful. Saved me a lot of money and I can now log into the app after 4 years
Served by Karina,"Served by Karina, professional, good, kind demeanor through out. Listens attentively to queriesIssues and queries explained clearly with confidence by Karina.Good interaction, small talk while we waiting for computer workLovely lady"
Best Vodafone Store,"I just visit a week before (Vodafone Staines) regarding SIM plan,Mr. Sanj gives me a lot of suggestions and better options to choose. He also tell me some more promotions just like insurances,broadband and upcoming Vodafone promotions. I'm very happy with his and his team service.  Thanks 😊"
Tyler was efficient helpful and polite!,Tyler was efficient helpful and polite!My best experience in a phone shop ever!
Very informative and friendly!,"Date of experience: August 29, 2024"
Fantastic knowledge and skill from…,Fantastic knowledge and skill from Jacob who made the process a pleasurable one.
Vodafone Dereham to the rescue,Vodafone Dereham to the rescue! 10/10 compared to the call centre. Please sort them out !
I was on prepaid and tired of top ups…,I was on prepaid and tired of top ups bhavin got me very good sim deal
What a great experience,"What a great experience.  The floor staff were incredible and the manager was approachable.  I came in to talk about my broadband to Kian but ended up upgrading and buying a new phone.  I would recommend this store to anyone, but especially people put off by new tech."
Served by Kaz,"Served by Kaz, great service and really informative! Ended up with everything I needed"
emmanuel was really helpful,"emmanuel was really helpful and sorted out my phone for me and helped me swap my PAC code from O2 over to vodafone ! i felt a bit awkward in some moments because i felt he could have been a little bit clearer about what he was doing, just so i wasnt sat in silence awkwardly. i am autistic so i cant pick up on social queues very easily so im hoping this review will help other neurodivergent customers in the future :) thanks so much for all your help !"
Corby vodafone staff superb,"Juliana at the Corby vodafone store couldn't be more helpful. Not being too tech savvy, she took her time to explain things, so proffesional and just a lovely person. Thankyou juliana"
Thanks Naidira for your patience and…,Thanks Naidira for your patience and excellent service!
You will never reach their Credit Team,"You will never reach their Credit Team. I have ending the contract with Vodafone in Jan 2024. But my credit score report shows I didn’t pay for bills since May 2024 and my credit score went down about 200! I called them about the issue, they said I need to speak to credit team, but I only able to speak to them on Online Chat. So I went to Online Chat, but the guy told the credit team is only able to reach when I call. So I called again, again they ask me to go online chat, I went online chat again, no surprise they ask me to call. I wasted about 4 hours and I still not able reach to the team!!! Ridiculous! So I went to their shop. The staff not able to find out the problem, because on my account there is no outstanding balance. And even him not able to reach their credit team. The only way he can do is he made a complaint for me and ask me to go home wait for someone to contact me within 10 days. What a service !!! Imagine if you apply for a loan or a mortgage now! You will never get it, because it’s serious affected on your credit score! So please avoid Vodafone!"
AVOID LIKE THE PLAGUE,"Broadband doesn't work and 'Customer Service' is non existent....AVOID, AVOID, AVOID!!!!!"
Nice experience at the store,"Came here to get a SIM card replacement. The staff has been very helpful, friendly and effective."
Very happy with my new phone,Very happy with my new phone. Bob was very helpful and approachable and would highly recommend
Very  professional and very friendly,Very  professional and very friendly
Daniel made my terrible experience a…,"Daniel made my terrible experience a great one. From a horror upgrade to a seamless new upgrade. He really helped me put and understood my frustration , credit to the company"
Excellent customer service from Lydia,Excellent customer service from Lydia Found me a fair deal.
Extremely happy with bhavin had problem…,Extremely happy with bhavin had problem with phone and he fixed in 10mins
Sina went well beyond helpful and was…,"Sina went well beyond helpful and was able to expedite my connection in store. He was patient, respectful and really helpful"
Excellent experience,"Excellent experience and personalised, courteous customer service from the Vodafone shop on putney high street."
Great customer service by Katie,Great customer service by Katie. Got me a great deal highly recommended
Sophie was super helpful,Sophie was super helpful. Really easy to talk to and explained everything clearly. All staff were super friendly and really happy with my new phone
No bother at all,"No bother at all , everyone in come instore for a problem, usually see Danni, saw manager Ro today.Thanks"
Served by Aimee,"Served by Aimee, she was fabulous, great service!"
Gill at Wimbledon was a great help and…,Gill at Wimbledon was a great help and explained everything so nicely.....He is a asset to the company and thanks Gill
Lexi was very helpful and made the…,Lexi was very helpful and made the whole process easy! Great engaging conversations too! 5 stars!!
Tahar helped me get better deal than…,Tahar helped me get better deal than online
"No broadband since 20/08,fault…","No broadband since 20/08,fault reported. Told engineer was out 22/08. I get a call 23/08 telling me I need an appointment to come into my property but I can only have an am or pm slot. I work so cannot be home until 4.45 and live on my own,lady on the phone rather rude. I told her at the start of the call I only had 15mins left on my lunch,however kept repeating same question. I said I had to go and to book in for 28th as that was the 1st appointment they had and to send me confirmation, nothing received. Tried live chat, the person on the end was useless and couldn't answer my questions. Called them 23rd,spoke to a lovely chap who said it is an external problem and will get sorted. Imagine my surprise when I get another call 24th to say I need to book an appointment for them to come into my property. I tried to explain that was not what I had been told,again sadly she had no customer skills at all and I was asking questions she didn't know how to answer. I asked to raise a complaint to which she told me I would be wasting my time,not impressed to say the least. Got my appointment booked for today,pm slot. This morning a text and email from Vodafone to inform me an engineer will not be visiting my property. Called them to which I was told could not confirm or deny if they need to come in as they are not an engineer. I only Called to see if my appointment is going ahead and still not sure. I've been with them for years and disgusting service and still no broadband after 10 days. UPDATE. This is to the response I have received below. Firstly telling me how to check for faults and where to go,obviously I have done that or you would not be aware there was a fault. Secondly telling me to go to live chat was useless the first time as they could not answer any questions so why would I try again. Thirdly it seems to be hit and miss talking to someone as there has only been 1 person out of 4 that I had spoken to that was polite and could even answer any questions,I do work for a living and cannot spend all my spare time on the  phone. Also to add insult to injury I had a call from yourselves as soon as I left work telling me they would update me once they had a response from an engineer, what was the point of the call,I asked her this question and all she could tell me was it was to let me know they would respond once they had an update,even she couldn't explain the point of this. As for everyone telling me I will automatically get compensation is now getting ridiculous,doesn't even cover the services I pay for elsewhere that I cannot use,or the inconvenience this is causing"
Great service as always,Great service as always. Thank you for all your help today. Not great with technology but all my stuff got transferred quickly.
"Avoid if you like having good customer service, cos you'll get none here.","Must be the worst customer service of any business I've ever dealt with. No regard for their customers, worst chatbot experience, ant get through to a human and whe you do they are less than useless, don't listen, don't resolve issues. Would give 0 stars if possible. Product drops out and doesn't work as advertised but leave all hope behind if you think their ""tech"" team even understand let along can resolve issues.I know it's not my line or kit as I've had sky, Plusnet, and talk talk and alll have been ok. It's 100000% Vodafone and Vodafone only. Avoid avoid avoid"
walked into the store and greeted with…,walked into the store and greeted with a guy called jon . absolutely amazing experience. really impressed and he really listened to what we needed and got u the best deal . thankyou
Exceptional Service - Thank You!,Xinyi provided exceptional service and helped me to get a plan that met my needs. Thank you so much!
"Friendly and helpful service, would recommend this branch",My dad and I came in to transfer my number to a separate contract and Suki helped us get a good deal and helped transfer my number smoothly. He helped us upgrade my brother’s plan and helped us a find a good deal on our broadband too. Really helpful and friendly service would recommend this branch.
Mouryi was fantastic and really…,Mouryi was fantastic and really helpful. He helped both me and my wife and family accounts. Very polite young man.
New sim,"No problems, spot on!"
Victoria was amazing,Victoria was very calm patient and provided very excellent service i would give her 10 on 10Thank you
Mourya was extremely helpful and…,Mourya was extremely helpful and knowledgeable. Went out of his way to assist! Asset to vodaphone! Thank you for all your help .
Eda - Vodafone Braintree,"I came into the store looking for a first phone for my 10 year old daughter, having been a Vodafone customer myself for many years. Eda was really helpful and I genuinely felt that she cared about finding the best solution for me."
Excellent advice on picking the right…,"Excellent advice on picking the right package and sim for my needs, saving me money. The online form for my details was filled in for me and the sim waa also fitted in my phone, so excellent service too!"
Jacob was so helpful and a pleasure to…,Jacob was so helpful and a pleasure to deal with
Lex was  brilliant,Lex was  brilliant
They 'accidentally' disconnected my…,They 'accidentally' disconnected my number. This is my business number and it has been disconnected since Tuesday 27th of August. It is now Thursday 29th of August and I am still without my business number. I own a mini coach business that does school contracts and various other work and no one can get a hold of me.They keep saying its a vodafone issue. Its not. The salesperson disconnected my number. I have no idea how much business i have lost through this.Today the 29th of August I am still disconnected.Take my advice and stay away from this Vodafone franchise I don't have social media to contact you. You can get my email address from the store and email me. I am still disconnected Absolutely disgraceful
Appalling Service - Definitely would not recommend,"I have tried 4 times to cancel a contract that I did not ask for or want.  Vodafone thought that I did and proceeded with setting it up anyway.  During my online chat, I made it explicitly clear that I did not want to change from my Voxi contract.  I was only told about a 24 month contract at the end of the chat.  That is when I said I DO NOT WANT TO PROCEED.   have spent £9.00 with you for no reason and have been told I will receive a credit of £6.10.  I have spent several hours sorting this out and have asked for a goodwill payment to compensate for my time.  This has been ignored.  I now have to contact you for a 5th time to resolve this.  Appalling customer service and I can only conclude that Vodafone does not want my business.  I will take my hard earned money elsewhere."
Good service,"Lucy was very helpful, explained all the options and made sure we got the most appropriate package available."
I ended my Vodafone mobile contract in…,"I ended my Vodafone mobile contract in July. Despite receiving 3 emails confirming my Together me discount would remain in place for the remainder of my broadband contract, which expires in October 2025. Vodafone have not honoured this and have removed the discount. I have currently spent the last hour on the phone (1hr 7mins to be precise,and still on hold) to Vodafone who, despite the emails clearly stating the terms seem incapable of resolving this. This company has the worst customer service possible. Thanks for wasting my time Vodafone."
Great help in store,Great help from Shaney in helping me get a new phone and to me quickly before my holiday in Bracknell vodaphone store
Billy was excellent,"Billy was excellent, a friendly and helpful service. Gave me all the information I needed."
Always helpful in Sudbury Store,Very helpful and friendly staff member.
"Cancelled my order, after telling my existing ISP to cancel my service.","Went through their website to switch broadband to them, set the date on the dropdown on the 4th of September, and went through with the order2 days later they phone up to inform me that they have cancelled my order WIITHOUT MY CONSENT and tell me to start again with the date for the 10th, but they had already told BT i was switching on the 4th, so BT internet set end on the 4th, Vodafone want me to move the date to the 10th, what am i supposed to do for the 6 days with no internet, are your employees stupid? dont' cancel my existing broadband if you cant start yours on that same day, what a joke, sheer incompetence, if they are gonna mess new customers around before the plan even starts, dread to think how much of a hassle they'll be during a plan."
Ryan was very helpful while placing order…,Ryan was very helpful while placing order for my pixel 9 pro. He was explaining each and everything very calmly and giving all the possible combinations with my contract.
Can't cancel an order I never received/ Avoid this company.,"I ordered home broadband and a mobile phone plus plan , the mobile phone was delivered to an old address, and returned to Vodafone.I then spent 6 hours over three phonecalls trying to cancel the mobile phone and phone plan that I never actually received.A week or so after I then receive a welcome email telling me about the mobile phone and plan I have spent hours trying to cancel.Which means I have to once again phone up Vodafone customer service and painstakingly go through the same process off trying to cancel everything again.Vodafone 'I do have a life to get on with ! ."
Broadband delivering <10% of the…,Broadband delivering <10% of the 500Mbps I'm paying for.Worse than BT - which I never thought I would say in any context.
So disappointed with Vodafone right…,"So disappointed with Vodafone right now, been a business Wi-Fi customer for a year now and just moved premises, set up in advance for my my Wi-Fi to be switched over to the new one and been left so stressed and frustrated by the way they’ve handled things to the point I’ve now cancelled my contract and looking at another company. They’ve put my small business in jeopardy and I have no intention of ever going back to them, if you want a company that cares about your business and your livelihood, I’d be looking elsewhere."
Came to the store this morning but…,Came to the store this morning but store was shut when the opening times are 9-5 Monday to sat not sure why it was shut management need to up there game
Manas was so helpful and knowledgable…,"Manas was so helpful and knowledgable today when my husband and I went in to store to upgrade our phones. He talked us through all of the options and explained how to port across our current phones to our new ones. He then helped us get a sim only deal for our son, checking which was the best deal for our needs."
Enya was lovely and made me feel very…,Enya was lovely and made me feel very comfortable and reassured during my upgrade process. thank you enya.
Great service in store from Dan and…,"Great service in store from Dan and Enya to solve issues my mum was having with her phone. Customer services over the phone is terrible, much better in store."
Incredible customer service,"We came into the Staines Branch today at 17:00 and was seen by a member of your staff. He was exceptional. So helpful, calm and reassuring for my friend who is going through a very difficult time with his health and we could not be happier with the customer service."
Vodafone turkey avoid avoid avoid,Vodafone turkey avoid avoid avoid. Buy a tourist sim and you cant top up in the shop or online. Only option to buy another sim. What a joke of an operation.
Matthew helped me with my phone…,"Matthew helped me with my phone contract and managed to help me get the best deal. He was very informative and extremely open and upfront about everything, he made my experience very pleasant. I will 100% be getting my next phone from here."
Supper Customer Service,It was a supper customer service.
I visited Vodafone office in York…,"I visited Vodafone office in York yesterday, where Adam provided me with the best customer service. He was friendly and professional and very quick in the same time."
vodafone  shabby way…of collecting revenue,"VODAFONE telecom footpads highwayrobbers who put dick turpin to shamegas lighting corporate bullying and premeditated theft.Date of experience 28th august 2024 ,  ;- when i recently tried to log a complaint about gross misleading information given to me by an agent of vodafone  using my land line telephone i got a contact number for vodafone from their corporate website for customer complaints  which was answered by an autobot which invited me to press 5 to speak to the operator, i quickly discovered this diverted my call to a premium call number which proposed charging me £6 per minute, at which i promptly hung up. Never have i encoutered such a shabby attempt to steal money by a vast immoral and ethically challenged international company on a deviiously named customer care line.  this is premeditated systematic fraud  designed by some free range moron of a systems designer.the question arises has  vodafone ltd  got a death wish? or just some disgruntled employee determined to raze the company to the floor. there seems to be a growing trend amongst companies and goverment departments quangos and agencies to distance the public from their officers and accountability surely there should be a duty of candour? the case of vodafone surely requires the urgent attention of the telecoms ombudsman and a review of their fitness to hold a telecoms licence? Not being the type to back away from conflict i would like to solicit views and experiences of others. please feel free to comment at any length you like"
the worst network i have seen,the worst network i have seen don’t do with them contract they rob you.
Cancellation,"As had numerous missed calls today while at work, upon searching the number, it is with regards cancelling my account with Vodafone. The reason why is detailed below.Took a new phone on contract, after a while it developed a fault, so returned to the store. They sent it away to the service department, where it was claimed to be unrepairable, so instead they sent me a refurbished phone of the same model. That was the only thing that was the same, the condition of the replacement phone was not as good as the faulty one I returned, and bear in mind that when upgrading this has an affect on the value when trading in. It was because of being fobbed off with an “inferior” product that made the decision for me to change service provider. The after sales service is what badly let you down, and why I will no longer use Vodafone."
Bad service,"Date of experience: August 09, 2024"
Went to Vodafone Walthamstow,"Went to Vodafone Walthamstow, the manager David was extremely helpful and the service was great, will recommend"
Clara was excellent with how she helped…,"Clara was excellent with how she helped us. She was calm, patient and so professional in how she handled all our questions and ordered our new phone. Like all the assistants in vodafone southport friendly, knowledgeable and so willing to help. I'd recommend visiting this store if you need a new phone."
Such quick service,Such quick service. Umar was extremely helpful.
Callum,"Callum, has been informative and helpful on more than one occasion. I will be using Callum once I’m ready for an upgrade. Happy with the service"
Really helpful,"Really helpful! Drew was so kind and efficient, made everything a breeze!"
do not recommended,"Worst service I have ever seen. If you have any question, You have to wait on the phone hours and in the end no one is help you. They do not fulfill their promises."
Adam was fantastic,"Adam was fantastic, amazing customer service. However the computer system is so slow it took over nearly two hours do do a very simple upgrade"
Fantastic great service by Tahar,"Fantastic great service by Tahar, gave us the best deal I would definitely come back best man for the job"
Rumana was fabulous!,"Rumana was fabulous. Super efficient with all my questions, upgrades and new devices! A real asset to the store. So patient, friendly and informative. Thank you !!"
Really great service,"Really great service. Above and beyond. Aaron, Danny, Matthew all so helpful."
Sales advisor (Manoj) happy to help and…,Sales advisor (Manoj) happy to help and ironed over a few clichés in good time.
Jasmine was incredibly friendly and…,Jasmine was incredibly friendly and helpful in-store with sorting my contract out and tailoring the right plan for my needs!
Home broadband and upgrades,I came in for home broadband and 2 upgrades. Jordan was great at ensuring I knew everything about the contracts and that I left knowing everything I needed to know. I’m very happy with the customer service I received.
Sina was absolutely helpful and…,Sina was absolutely helpful and fantastic in his approach to service.
Subrata in the Chiswick branch has been…,Subrata in the Chiswick branch has been incredibly helpful helping us set up our new phones
Jordan is always patient with me,Jordan is always patient with me. Explains everything and did so much for me that I couldn't do. I highly recommend Vodafone shop for your phone needs.First class.
Absolutely fantastic service!,Tom in Vodaphone Leeds shop. Commercial Street was absolutely tremendous. Very professional and knowledgeable. As were the 2 staff in the call centre in India.. I am very very impressed with all.
I visited recently and was served by…,"I visited recently and was served by Giv, she was great! Very knowledgeable and helped me choose the plan that was best for me. Thank you!"
Had an issue with a pay as you go…,Had an issue with a pay as you go bundle and Giv sorted it quickly. Very happy
Sina was fantastic and very helpful,Sina was fantastic and very helpful. Made everything seemless. Great customer service.
Really disappointing service,"Really disappointing service at Vodafone today - no one initially greeted me then I was put in a queue (totally fine, it was lunchtime!). A new customer came in and approached staff at an empty table and she was served straight away ahead of the rest of us.I was there to discuss a contract renewal and when I pointed out that a competitor had much better offers I was just told “ok”. I’ve been a Vodafone customer for 12+ years no effort was made to retain me, the staff weren’t friendly or apologetic. There was no energy and the whole exchange was very dismissive. Would not recommend."
Exceptional Customer Service,Excellent and very helpful customer service... Solved all my issues with smiles and passion. Very professional and explained all that i needed to know. Thank you very much for your excellent service. You can be sure of referrals and repeat purchases from me.
Jasdeep brother was extremely helpful…,Jasdeep brother was extremely helpful and guided us throughout the entire process. ⭐️🙌🏻
Amazing service and very friendly…,Amazing service and very friendly staff! Jasdeep served us very well and guided us through everything.
Extremely helpful and helped with my…,Extremely helpful and helped with my hundreds of questions.
Brilliant staff,"Brilliant staff, especially Callum who sorted out my phone thank you"
Wayne was outstanding today fantastic…,Wayne was outstanding today fantastic service and saved a fortune.
Excellent service from the guys at…,Excellent service from the guys at Castleford thank you top team
Savera very helpful lovely girl.,"Date of experience: August 28, 2024"
Wonderful service from Honya,"Wonderful service from Honya, sorted out my plnew phoen, working perfect. Thankyou Honya."
Ahmad was great,"Date of experience: August 28, 2024"
Joe was very welcoming,"Joe was very welcoming, did an amazing job sorting out my broadband in 15min! Quick and efficient very friendly. I’ve been to Vodafone lots of times cause I’m a customer here but I’ve never felt this comfortable with a staff before! Amazing person!"
Great service,The staff member John from the Stockport store was very helpful and was very patient with helping me and my son upgrade both our phones  :)
Good service,Good service
Ikram was absolutly amazing.,Ikram was absolutly amazing.Sorted my account out New phoneNew boraodband deal And came out with 2 freebies Attitude and customer care outstandingThankyou
Very good service from Zeeshan thank…,Very good service from Zeeshan thank you!
Brilliant service from Sid at the…,Brilliant service from Sid at the Blackburn Store. Thank you!
Sid - Thank you!,Great customer service from Sid at the Blackburn store!.
I am very pleased,I am very pleasedI come to this store often for tech help and phone informationI will always come to see Ellie for all my needs but the whole team always chips in to make sure I feel most welcome !
Very good advice regarding using my…,Very good advice regarding using my phone when travelling abroad.Staff were very helpful and courteous.
Victor was awesome,Victor was awesome - great service. Very happy!
Francesco was a big help,Francesco was a big help. Have problems at vodafone everytime but this time everything went smooth.
Great help,"Helped me massively, friendly, always happy and smiling thanks Milliecent"
Very helpful young man,Very helpful young man
Jeremy good experience,"Date of experience: August 28, 2024"
Glenn was very helpful,"Glenn was very helpful, solved a problem in 10 mins that I spent 2 days trying to fix over the phone."
Worst Customer Service EVER,Vodafone's customer service is the worst I have ever experienced and it is not compensated by an efficient self service customer platform.I was asked repeatedly different the same questions within the same chat by different people. Simply unbelievable.Additionally my connection was unstable and frequently dropped. AVOID AT ALL COSTS!!!
Best Vodafone ever !,"Great experience in the Waltham cross store. The whole team was incredibly friendly and welcoming. Ellie, Mert and Auguzt were chatty and welcoming and went above and beyond to sort all my issues."
I rang 11 times in one hour to get to…,I rang 11 times in one hour to get to speak to someone with common sense. 11 times I rang and 11 different prices for my bill. I HATE VODAFONE. I hate speaking to dummies. I don't have any Social Media.
Very good help and service from James,"Date of experience: August 28, 2024"
Excellent service,"My daughter and I visited the store as her phone had been stolen at a music festival - she was very upset and worried. We were served by CJ, who was so kind and patient, even when the Vodafone system decided to play up. She discussed with us our options regarding insurance/replacement and really did go over and above to help us, securing a new phone and a great deal. We left feeling calm and looked after. Thank you very much CJ. You're a credit to the company!"
Literally the worst customer service…,"Literally the worst customer service I've ever had to deal with.  In July we ordered a home broadband package from Vodafone to be installed on August 12th.  Engineer came, installed everything, and left.  We've had no internet since then - over two weeks.  We've spent hours on the phone to Vodafone customer service who repeatedly claim that it is about to start working.  When we tell them that is what they said yesterday, and the day before, and the day before, and the day before, and so on, they simply repeat that it is about to start working.  When we ask to speak to a manager they refuse, when we ask why they are telling us the same patently false thing over and over again they simply repeat that it is about to start working.   Vodafone is, without a doubt, the worst company I've ever dealt with.  Horrendous."
Vodafone used to be a great company.,Vodafone used to be a great company. Used them for atleast 25 years or so. But for last 2 or 3 years.. I feel like it's a bit of a scam company..  with horrible customer services.. and regulations that leave you wondering what you paid for in the first place.. truelly horrific service these days. I can't see it getting any better.. borderline fraudulent service.. pay and fet nothing in return. Vo.e to think of it so far you won't see Vodafone even bother unless you write a a negative review. Responds quickly to bad press..  yet provides a shocking experience..
